"@timestamp","user.name",text,"user.location","user.screen_name",source,"user.profile_image_url"
"February 18th 2019, 19:13:10.000",Kaamini,"RT @Suneel_meena_: कल दिनांक 17-02-2019 को #All_India_Loco_Running_Staff_Assosiation के तत्वावधान में #Indian_Railways के #Loco_pilots ने #…","नई दिल्ली, भारत",Kaamini23754888,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://pbs.twimg.com/profile_images/1067258680092053504/dr9mVvHl_normal.jpg"
"February 18th 2019, 19:13:10.000","Purba Gilani","RT @GauravPandhi: One man who has been talking sense since #PulwamaAttack, away from jingoism &amp; war mongering, is Navjot Singh Sidhu @sherr…",,PurbaGilani2,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"February 18th 2019, 19:13:10.000","sanjay sharma","एंकर बनने के लिए अनिवार्य शर्त हो, पहले सरहद पर जाकर लड़ो...","Delhi NCR India",sanjay1sharma,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://pbs.twimg.com/profile_images/1054626894736437250/Zj9L8rZn_normal.jpg"
"February 18th 2019, 19:13:09.000","@yush - spiritual junkie","RT @bainjal: Modi shooting for a Discovery channel film the day of the #Pulwamaattack https://t.co/0cq49eSkqp","Delhi, India","jockey_ayush","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://pbs.twimg.com/profile_images/998747393083387905/N16CfIqZ_normal.jpg"
"February 18th 2019, 19:13:09.000","Makwana Vijay","RT @patiala_peggg: उम्र जन्नत में रह कर,
उसे उजाड़ने में गुज़ार दी,

और जिहाद बस इस बात का था,
की मरने के बाद जन्नत मिले...!
#PulwamaAttack…","Mahuva, India",Makwana25535043,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://pbs.twimg.com/profile_images/1092284507229585408/ZIqibQHT_normal.jpg"
"February 18th 2019, 19:13:09.000","Muhammad Naeem","Vedio, talking, jugat,,,aur kia ata ha ? https://t.co/QSaAIArvql",,mnadeel3713685,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://pbs.twimg.com/profile_images/1040179028370567168/NSmcDboW_normal.jpg"
"February 18th 2019, 19:13:08.000","Pintu Shome","An insensitive joker, playing for the promotion of his self image. When you elect a joker, be ready for circus &amp; un… https://t.co/lwogBn8dXa","Raipur, India",PintuShome,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","http://pbs.twimg.com/profile_images/992385092218585088/iL-6bj4w_normal.jpg"
"February 18th 2019, 19:13:06.000","Rajender Bungaliya","हर बात की वजह है,पर हर वजह की कोई बात नहीं होती
सच का नज़रिया है ,पर हर नज़रिये का सच नहीं होता
हर बार माफ़ कर देना… https://t.co/AyKefYLbyv","Jaipur, Rajasthan, India","ItsRB_4","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://pbs.twimg.com/profile_images/1079445017096142848/DnN50Ls-_normal.jpg"
"February 18th 2019, 19:13:06.000","Anil Gupta BJP","RT @ibhagwa_n: महबूबा मुफ्ती और फारुख अब्दुल्ला परिवार की भी सुरक्षा वापिस ली जाये,

आखिर इन्हें खतरा किससे है ये लोग तो खुद देश के लिए खत…",,AnilGup15080643,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://pbs.twimg.com/profile_images/1070346936362913792/zUhJV6d7_normal.jpg"
"February 18th 2019, 19:13:06.000","Salma kaleem","RT @timesofindia: #PulwamaAttack mastermind among 3 Jaish terrorists killed in encounter 

READ: https://t.co/PaBue8Fly7 https://t.co/DsObi…","Bengaluru South, India",Salma56086769,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://pbs.twimg.com/profile_images/1087771586596429825/VlsGAkn__normal.jpg"
"February 18th 2019, 19:13:05.000","Naveen 🛫🛩️✈️🚁","RT @news18dotcom: .@KapilSharmaK9's comments on Navjot Singh Sidhu's apparent ouster from his show have irked thousands of social media use…","Earth ","Indian_1111","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://pbs.twimg.com/profile_images/1093040162542505984/q6OJ-4bJ_normal.jpg"
"February 18th 2019, 19:13:05.000","Zagah #FollowBack","Trending in India #PulwamaAttack : #boycottsidhu : #StandWithForces : #PulwamaTerroristAttack : Pakistan :… https://t.co/Ho6og8miJf",,zagahProperty,"<a href=""http://zagah.com"" rel=""nofollow"">Zagah</a>","http://pbs.twimg.com/profile_images/724937699195555842/vpXySR7o_normal.jpg"
"February 18th 2019, 19:13:05.000",Sara,"RT @mohitsinghj: पुलवामा हमले के बाद सरकार की कार्रवाई।
 अब्दुल गनी बट,मीरवाइज उमर फारूक, हामिश कुरैशी, बिल्लर लोनी,सब्बीर शाह की सुरक्षा…",,Iamindianprinc,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://pbs.twimg.com/profile_images/1084400753979072512/yNDIcNs1_normal.jpg"
"February 18th 2019, 19:13:05.000",naveen,"RT @ibhagwa_n: महबूबा मुफ्ती और फारुख अब्दुल्ला परिवार की भी सुरक्षा वापिस ली जाये,

आखिर इन्हें खतरा किससे है ये लोग तो खुद देश के लिए खत…","New Delhi, India",ChhabraMangi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://pbs.twimg.com/profile_images/969430610077822976/L-N5YEZG_normal.jpg"
"February 18th 2019, 19:13:04.000","Zahir Hassan","RT @bainjal: Modi shooting for a Discovery channel film the day of the #Pulwamaattack https://t.co/0cq49eSkqp","Dubai, United Arab Emirates",zashlib,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","http://pbs.twimg.com/profile_images/870317649984708608/nzD8sG3I_normal.jpg"
"February 18th 2019, 19:13:03.000","Rakeshwar Pokhriyal","RT @thewirehindi: पुलवामा हमला: देहरादून के दो संस्थानों ने कहा, अगले सत्र से कश्मीरियों को दाखिला नहीं देंगे
#PulwamaAttack #DehradunInsti…",,hillsay,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://pbs.twimg.com/profile_images/504159596286459904/iKM5qcuU_normal.jpeg"
"February 18th 2019, 19:13:02.000","Chandeshwari Das","RT @shivam_saini_1: #MondayMotivation
या तो माता संत जने या दाता या शूर
नहीं तो रहले बांझडी क्यों व्यर्थ गवांवे नूर ।।
#mondaythoughts 
#Pu…",,DasChandeshwari,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://pbs.twimg.com/profile_images/1083754855930376192/HqMSKyev_normal.jpg"
"February 18th 2019, 19:13:01.000",Zaf,"RT @IM_Bukhari1: یہ ہے بھارت کا اصل اور مکروہ چہرہ جس کے اوپر اس نے جمہوریت کا لبادہ اوڑھ رکھا ہے
پلوامہ حملے کے بعد مسلمانوں پر تشدد کر کے…","Washington, DC, USA",Zafmi,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","http://pbs.twimg.com/profile_images/896465050180956162/KVH2bKF2_normal.jpg"
"February 18th 2019, 19:13:01.000","Amit Chandra","When I was crying for those solider who dead in attack.
...... Then a sound came from my heart 💓
And said that we a… https://t.co/De2fbzQiRW","new delhi",Amitchandra34,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://pbs.twimg.com/profile_images/1010721248547098624/FpD2Iqtp_normal.jpg"
"February 18th 2019, 19:13:01.000","Krishna Lohia","RT @Sunitagupta__: अमरिंदर सिंह ने कहा, पूरा देश 'परेशान', हमारे 41 लोग मार दिए गए, हमें उनके 82 चाहिए..

शाबाश कैप्टन साहेब.. आप बस सिद्धू…",Ranchi,"Lohia_Krishna_","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://pbs.twimg.com/profile_images/1094197107106316288/GDm236Bi_normal.jpg"
"February 18th 2019, 19:12:58.000","😉🇷.🇦.🇯.","RT @GeetaHindustani: सुनो मेरे #फौजी_बंधुओं कांग्रेस द्वारा बताए गए इन भटके नौजवानों को ऐसा भटकाओ...

कि गूगल मैप भी इनकी घर वापसी ना करवा…","Jodhpur, Rajasthan",rajbishnoii,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://pbs.twimg.com/profile_images/1081891461019271170/RZGpLW1r_normal.jpg"
"February 18th 2019, 19:12:57.000","R.S Halwani","RT @SudhinBhadoria: Are they by doing all this keeping the country https://t.co/wVXCSWSWrk other this kind of discrimination will lead to f…","Ghaziabad, India",RSHalwani2,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://pbs.twimg.com/profile_images/1016723453087383552/qoQNjNli_normal.jpg"
